"Exporter.ISO3","Importer.ISO3","lTrade.value.US"
"NGA","CMR",53150.49
"NGA","COD",212300.038
"NGA","COG",132604.387
"NGA","ETH",177.66
"NGA","GHA",7098157.676
"NGA","GMB",12910.754
"NGA","KEN",673.37
"NGA","LBR",16600.96
"NGA","LBY",43709
"NGA","LSO",637.531
"NGA","MAR",19.133
"NGA","MLI",722298.41
"NGA","MOZ",11310.88
"NGA","MUS",63.745
"NGA","MWI",641.916
"NGA","NAM",4614.458
"NGA","NER",215113.08
"NGA","RWA",58844.05
"NGA","SDN",96354.17
"NGA","SEN",2308359.009
"NGA","SLE",29295.81
"NGA","STP",1706.531
"NGA","SWZ",751.87
"NGA","SYC",293.287
"NGA","TGO",44726.717
"NGA","TUN",54.853
"NGA","TZA",2111.75
"NGA","UGA",32161.99
"NGA","ZAF",47987.872
"NGA","ZMB",1585.321
"RWA","BDI",91671.7
"RWA","BWA",838.669
"RWA","COD",127036.566
"RWA","ETH",32.18
"RWA","KEN",20156.37
"RWA","MDG",3713.49
"RWA","MOZ",6786.45
"RWA","MWI",2621.46
"RWA","NAM",2870.685
"RWA","NGA",1106.93
"RWA","SWZ",180.59
"RWA","TZA",7999.03
"RWA","UGA",11408.53
"RWA","ZAF",183.896
"RWA","ZMB",57787.978
"SDN","ETH",797098.27
"SDN","UGA",241.92
"SDN","ZAF",100.596
"SEN","AGO",538.585
"SEN","BDI",153.38
"SEN","BEN",519656.685
"SEN","BFA",788724.844
"SEN","CAF",1451.55
"SEN","CIV",2098759.019
"SEN","CMR",145498.467
"SEN","COD",9136.805
"SEN","COG",89834.874
"SEN","CPV",9803.16
"SEN","ETH",438.53
"SEN","GAB",169251.483
"SEN","GHA",26244.516
"SEN","GIN",6542685.42
"SEN","GMB",117949.69
"SEN","GNB",622652.969
"SEN","KEN",3495.93
"SEN","LBR",104591.139
"SEN","MAR",2267.009
"SEN","MLI",8250041.57
"SEN","MOZ",6066.17
"SEN","MRT",179423.49
"SEN","MUS",180132.132
"SEN","MWI",615463.477
"SEN","NAM",1212.492
"SEN","NER",293857.077
"SEN","NGA",374629.22
"SEN","RWA",170.784
"SEN","SLE",247314.894
"SEN","TCD",305742.55
"SEN","TGO",20530.238
"SEN","TUN",13938.678
"SEN","TZA",8365
"SEN","UGA",80984
"SEN","ZAF",85.029
"SEN","ZMB",34213.773
"SEN","ZWE",14448.326
"SLE","CIV",143.127
"SLE","COD",497.313
"SLE","SEN",40289.33
"SLE","ZAF",72587.46
"SOM","ETH",811801.74
"SSD","UGA",100
"STP","AGO",414.904
"STP","ZAF",830.228
"SWZ","AGO",13.9
"SWZ","BDI",24366.58
"SWZ","BEN",57026.078
"SWZ","BFA",567511.763
"SWZ","BWA",112.996
"SWZ","CIV",281.063
"SWZ","COD",754.407
"SWZ","COG",98.894
"SWZ","EGY",3196713.655
"SWZ","ETH",50604.78
"SWZ","GHA",13195.011
"SWZ","GNQ",8116.08
"SWZ","KEN",1932.01
"SWZ","LSO",375.502
"SWZ","MAR",2033.154
"SWZ","MLI",1143.92
"SWZ","MOZ",70845.03
"SWZ","MRT",358337.02
"SWZ","MUS",46459.6
"SWZ","MWI",112.106
"SWZ","NAM",95220.776
"SWZ","NER",754.226
"SWZ","NGA",173445.68
"SWZ","RWA",85088.66
"SWZ","SSD",14.24
"SWZ","SYC",321.521
"SWZ","TZA",5534300.11
"SWZ","UGA",71824
"SWZ","ZAF",651623.781
"SWZ","ZMB",30.37
"SWZ","ZWE",172618.83
"SYC","GHA",75.178
"SYC","KEN",1272.65
"SYC","MDG",360984.012
"SYC","MUS",5325.564
"SYC","TZA",86
"SYC","ZAF",5.189
"TCD","BFA",18495.684
"TCD","NAM",10.015
"TGO","BEN",3307821.283
"TGO","BFA",827392.801
"TGO","CIV",575480.805
"TGO","CMR",63264.188
"TGO","COD",5815.887
"TGO","COG",35822.116
"TGO","GAB",97542.579
"TGO","GHA",57382.049
"TGO","GIN",8762.969
"TGO","GNQ",9777.988
"TGO","MAR",10.398
"TGO","MDG",1183.483
"TGO","MLI",882396.38
"TGO","NER",807692.589
"TGO","NGA",8882.44
"TGO","SEN",32378.732
"TGO","STP",967.798
"TGO","TCD",15967.27
"TGO","UGA",1488
"TGO","ZMB",18401.594
"TUN","BDI",49021.55
"TUN","BEN",40567.015
"TUN","BFA",908995.701
"TUN","CAF",1283.725
"TUN","CIV",5962361.102
"TUN","CMR",262215.867
"TUN","COD",29190.242
"TUN","COG",51342.129
"TUN","DJI",114620.773
"TUN","DZA",6694486.799
"TUN","ETH",105279.325
"TUN","GAB",130266.019
"TUN","GIN",61137.847
"TUN","GNQ",5306.964
"TUN","LBY",28235011
"TUN","MAR",3787938.639
"TUN","MDG",1013.062
"TUN","MLI",103162.33
"TUN","MRT",784182.39
"TUN","MUS",49967.098
"TUN","NER",429227.649
"TUN","RWA",15078.83
"TUN","SDN",966012.967
"TUN","SEN",1187439.001
"TUN","TCD",319724.878
"TUN","TGO",7795.814
"TUN","TZA",10
"TUN","UGA",1329.259
"TUN","ZAF",248.584
"TZA","AGO",4496.06
"TZA","BDI",235818.61
"TZA","BWA",115.714
"TZA","CAF",20
"TZA","CMR",31413.42
"TZA","COD",61383.924
"TZA","COG",90.095
"TZA","COM",147467.859
"TZA","ETH",163246.29
"TZA","GHA",9491.522
"TZA","GMB",99.703
"TZA","KEN",4712120.73
"TZA","LSO",90.023
"TZA","MLI",111006.85
"TZA","MOZ",116151.8
"TZA","MUS",51.705
"TZA","MWI",12465275.126
"TZA","NAM",11331.728
"TZA","NGA",2611.44
"TZA","RWA",1864727.33
"TZA","SWZ",10
"TZA","UGA",265236.02
"TZA","ZAF",1163.911
"TZA","ZMB",792072.895
"TZA","ZWE",2540.05
"UGA","AGO",60089.03
"UGA","BDI",6050787.6
"UGA","BWA",3149.08
"UGA","CAF",1342169.767
"UGA","CIV",151.012
"UGA","COD",309283.188
"UGA","ETH",2336.48
"UGA","GHA",2488.913
"UGA","KEN",3643268.88
"UGA","LBR",209103.52
"UGA","LSO",73.912
"UGA","MOZ",81235.99
"UGA","MWI",66554.677
"UGA","NAM",5181.029
"UGA","NGA",2751.76
"UGA","RWA",3396745.36
"UGA","SDN",184644.01
"UGA","SEN",9.97
"UGA","SLE",857939
"UGA","SSD",12573708.16
"UGA","SWZ",4452.28
"UGA","TUN",50
"UGA","TZA",5846690.22
"UGA","ZAF",3172.716
"UGA","ZMB",8886326.275
"UGA","ZWE",62742.55
"ZAF","AGO",27116794.864
"ZAF","BDI",43910.66
"ZAF","BEN",2332.226
"ZAF","BFA",132238.575
"ZAF","BWA",119486052.123
"ZAF","CAF",1445.912
"ZAF","CIV",1404052.328
"ZAF","CMR",536753.29
"ZAF","COD",3288496.746
"ZAF","COG",83585.564
"ZAF","COM",26510.739
"ZAF","CPV",30437.37
"ZAF","DJI",641894.269
"ZAF","DZA",150851.189
"ZAF","EGY",473591.382
"ZAF","ERI",4125.126
"ZAF","ETH",1169498.15
"ZAF","GAB",73711.866
"ZAF","GHA",6556591.455
"ZAF","GIN",172621.429
"ZAF","GMB",568.175
"ZAF","GNQ",30175.883
"ZAF","KEN",11341369.24
"ZAF","LBR",109141.433
"ZAF","LBY",16562
"ZAF","LSO",32202290.884
"ZAF","MAR",848060.083
"ZAF","MDG",1792474.008
"ZAF","MLI",726578.06
"ZAF","MOZ",80406331.14
"ZAF","MRT",1092.41
"ZAF","MUS",13034158.296
"ZAF","MWI",9600696.237
"ZAF","NAM",150019015.174
"ZAF","NER",21391.471
"ZAF","NGA",2993968.65
"ZAF","RWA",1226601.56
"ZAF","SDN",387766.516
"ZAF","SEN",198877.049
"ZAF","SLE",52153.888
"ZAF","SOM",78690.605
"ZAF","SSD",17263.001
"ZAF","STP",82211.707
"ZAF","SWZ",35814679.61
"ZAF","SYC",3275224.478
"ZAF","TCD",7553.622
"ZAF","TGO",171106.205
"ZAF","TUN",177985.543
"ZAF","TZA",6754709.32
"ZAF","UGA",6535185.56
"ZAF","ZAF",0
"ZAF","ZMB",60514240.433
"ZAF","ZWE",64903202.13
"ZMB","AGO",14225.929
"ZMB","BDI",403.85
"ZMB","BWA",2599.58
"ZMB","COD",666730.807
"ZMB","ETH",349.33
"ZMB","GHA",186.753
"ZMB","KEN",44.07
"ZMB","MOZ",621982.31
"ZMB","MWI",6575747.218
"ZMB","NAM",2344894.84
"ZMB","NER",55.715
"ZMB","RWA",1807.81
"ZMB","SWZ",182.65
"ZMB","UGA",11817.85
"ZMB","ZAF",133954.112
"ZMB","ZWE",689945.76
"ZWE","BWA",1490131.745
"ZWE","GHA",170.916
"ZWE","KEN",9.89
"ZWE","LSO",41285.543
"ZWE","MOZ",328496.7
"ZWE","MUS",13.91
"ZWE","MWI",221229.486
"ZWE","NAM",644360.66
"ZWE","RWA",44.14
"ZWE","SDN",3.98
"ZWE","SWZ",6015.34
"ZWE","TZA",81.23
"ZWE","UGA",5412
"ZWE","ZAF",199289.945
"ZWE","ZMB",1558911.779
